Name,Field,State,Country,Year
Thaliyadiparambil Vittappa Ramachandra Shenoy,Others,Delhi,India,2003
T. V. Sankaranarayanan,Arts,Tamil Nadu,India,2003
Trichur V. Ramachandran,Arts,Tamil Nadu,India,2003
Umayalpuram K. Sivaraman,Arts,Tamil Nadu,India,2003
Swapna Sundari,Arts,Delhi,India,2003
Teejan Bai,Arts,Chhattisgarh,India,2003
Name,Field,State,Country,
Bijoy Nandan Shahi,Medicine,Delhi,India,2004
Chennamaneni Hanumantha Rao,Literature & Education,Andhra Pradesh,India,2004
Krishna Srinivas,Literature & Education,Tamil Nadu,India,2004
N. Rajam,Arts,Uttar Pradesh,India,2004
Chandrashekhar Shankar Dharmadhikari,Public Affairs,Maharashtra,India,2004
Komal Kothari,Arts,Rajasthan,India,2004
Gopi Chand Narang,Literature & Education,Delhi,India,2004
Govindarajan Padmanaban,Science & Engineering,Karnataka,India,2004
Sardara Singh Johl,Economics,Punjab,India,2004
Gulzar,Arts,Maharashtra,India,2004
Madhav Vittal Kamath,Literature & Education,Maharashtra,India,2004
Madurai Thirumalai Nambi Seshagopalan,Arts,Tamil Nadu,India,2004
Soumitra Chatterjee,Arts,West Bengal,India,2004
Thoppil Varghese Antony,Civil Service,Tamil Nadu,India,2004
Tiruvengadam Lakshman Sankar,Civil Service,Andhra Pradesh,India,2004
Vishnu Prabhakar,Literature & Education,Delhi,India,2004
Yoshiro Mori,Public Affairs,,Japan,2004
Alarmel Valli,Arts,Tamil Nadu,India,2004
Poornima Arvind Pakvasa,Social Work,Gujarat,India,2004
Name,Field,State,Country,
Andre Beteille,Literature & Education,Delhi,India,2005
Anil Kohli,Medicine,Delhi,India,2005
Brijmohan Lall Munjal,Trade & Industry,Delhi,India,2005
Hari Mohan,Medicine,Delhi,India,2005
Kiran Mazumdar Shaw,Science & Engineering,Karnataka,India,2005
Mrinal Datta Chaudhuri,Literature & Education,Delhi,India,2005
Narasimhiah Seshagiri,Science & Engineering,Karnataka,India,2005
Sardar Anjum,Literature & Education,Haryana,India,2005
Tarlochan Singh Kler,Medicine,Delhi,India,2005
Yash Raj Chopra,Arts,Maharashtra,India,2005
Yusuf Khwaja Hamied,Medicine,Maharashtra,India,2005
Irfan Habib,Literature & Education,Uttar Pradesh,India,2005
Kolli Srinath Reddy,Medicine,Delhi,India,2005
Mrinal Miri,Literature & Education,Meghalaya,India,2005
Qurratulain Hyder,Literature & Education,Uttar Pradesh,India,2005
Valangiman Subramanian Ramamurthy,Science & Engineering,Delhi,India,2005
A. Ramachandran,Arts,Delhi,India,2005
Azim Premji,Trade & Industry,Karnataka,India,2005
Balraj Puri,Literature & Education,Jammu and Kashmir,India,2005
Chandi Prasad Bhatt,Others,Uttarakhand,India,2005
Girish Chandra Saxena,Civil Service,Delhi,India,2005
Gopichettipalayam Venkataramana Iyer Ramakrishna,Civil Service,Tamil Nadu,India,2005
Koduru Iswara Varaprasad Reddy,Science & Engineering,Andhra Pradesh,India,2005
Dr. Madathil Thekkepaattu Vasudevan Nair,Literature & Education,Kerala,India,2005
Manna Dey,Arts,Karnataka,India,2005
Syed Mir Qasim,Public Affairs,Delhi,India,2005
Tumkur Ramaiya Satish Chandran,Civil Service,Karnataka,India,2005
S.R. Sankaran,Civil Service,Andhra Pradesh,India,2005
William Mark Tully,Literature & Education,Delhi,India,2005
Name,Field,State,Country,
Air commodore Jasjit Singh,Defence Services,Haryana,India,2006
Billy Arjan Singh,Other,Uttar Pradesh,India,2006
Jaiveer Agarwal,Medicine,Tamil Nadu,India,2006
Madhav Gadgil,Science & Engineering,Maharashtra,India,2006
Vijaypat Singhania,Sports,Maharashtra,India,2006
Chiranjeevi,social service & arts,Andhra Pradesh,India,2006
Shanno Khurana,Arts,Delhi,India,2006
V. Shanta,Medicine,Tamil Nadu,India,2006
